Serial number,Phone number,Location,Occupation,Qualified,Age,Type,Clients Attended,Minimum wage,Aadhar Card,Gender,Doorstep Service,Morning Available,Afternoon Available,Evening Available,References
950,8476450618,Dattawadi,Worker,No,34,Full time,5,2500,4372-0572-3410,Male,,Yes,Yes,Yes,
951,8266416903,Swargate,Salesperson,Yes,32,Full time,8,4500,5410-3849-8471,Male,,Yes,Yes,Yes,
952,7831786631,Shivajinagar,Receptionist,No,28,Part time,6,3000,8411-3284-6206,Male,,Yes,Yes,No,
953,9216442123,Ambegaon,Cook,No,33,Full time,7,6000,5765-7384-8578,Male,Yes,Yes,Yes,Yes,
954,9621179422,Dattawadi,Electrician,No,26,Part time,7,3500,8697-6208-4374,Male,,No,Yes,Yes,
955,8842400914,Singhgad Road,Receptionist,Yes,29,Full time,5,5500,8274-7074-0644,Male,,Yes,Yes,Yes,
956,8364346155,Deccan,Cook,No,35,Part time,7,6000,9282-5581-0187,Male,Yes,Yes,Yes,No,
957,9663572407,Paud Road,Plumber,No,33,Part time,5,6000,7146-4654-5420,Male,,No,Yes,Yes,
958,8833504078,Balewadi,Cashier,Yes,39,Full time,7,6000,1850-3266-8864,Male,,Yes,Yes,Yes,
959,7597777400,Kharadi,Cook,Yes,30,Full time,13,5500,5145-8846-6641,Female,Yes,Yes,No,No,
960,8514182376,Camp,Cook,Yes,23,Part time,14,2000,2319-6178-2990,Male,Yes,Yes,Yes,No,
961,7598409192,Deccan,Tailor,No,29,Full time,8,1000,2635-3080-9844,Male,No,Yes,Yes,Yes,
962,8944454311,Baner,Accountant,No,29,Full time,5,2000,5954-8061-4027,Female,,Yes,Yes,Yes,
963,8794902623,Parvati,Mechanic,Yes,20,Full time,8,5000,5409-5841-9879,Male,,Yes,Yes,Yes,
964,8992844159,Paud Road,Mehndi Artist,No,27,Part time,3,5000,1882-6940-9620,Female,Yes,Yes,Yes,Yes,
965,9628461681,Sahakarnagar,Tailor,Yes,29,Full time,1,6500,5135-0242-4724,Female,Yes,Yes,Yes,No,
966,7632999162,Deccan,Accountant,Yes,26,Full time,12,3500,0979-1704-9292,Female,,Yes,Yes,No,
967,7722879420,Swargate,Cashier,No,20,Full time,15,3000,1804-5756-7180,Male,,Yes,Yes,Yes,
968,9228194926,Wanowrie,Cook,Yes,31,Part time,11,6000,7334-1686-9832,Male,Yes,Yes,Yes,No,
969,7378661465,Pimplesaudagar,Salesperson,Yes,36,Part time,7,5000,6410-6555-9407,Male,,Yes,Yes,No,
970,8636542450,Khadki,Delivery Boy,No,24,Part time,4,3500,8759-3621-3106,Male,,No,Yes,Yes,
971,9613081249,Aundh,Janitor,No,30,Part time,11,7000,0893-9874-4410,Male,,Yes,Yes,No,
972,9908114947,Bibewadi,Painter,No,37,Full time,11,1500,2726-1506-1545,Male,,Yes,Yes,Yes,
973,9719327604,Singhgad Road,Brick mason,Yes,32,Part time,11,6500,6652-9698-0873,Male,,No,No,Yes,
974,7320086817,Saswad,Plumber,No,32,Full time,11,4500,8616-9771-1977,Male,,Yes,Yes,Yes,
975,9668237030,Balewadi,Cashier,Yes,20,Part time,12,6500,3425-0147-2637,Female,,Yes,Yes,No,
976,8262200291,Hadapsar,Security Guard,No,21,Full time,1,7000,5116-0302-9177,Male,,Yes,Yes,Yes,
977,7784115812,Salisbury Park,Janitor,No,36,Part time,8,3000,0461-2104-3126,Male,,Yes,Yes,No,
978,7376399610,Deccan,Security Guard,No,40,Part time,3,6500,3470-2889-5163,Male,,Yes,Yes,No,
979,9613478923,Vitthalwadi,Carpenter,Yes,38,Part time,15,5500,0966-5398-9253,Male,,Yes,Yes,No,
980,9376237647,Koregaon Park,Carpenter,No,40,Full time,2,4500,1613-4056-4270,Male,,Yes,Yes,Yes,
981,9607683229,Katraj,Waiter,Yes,27,Part time,2,6000,7487-6840-5215,Male,,Yes,Yes,No,
982,9781740220,Shivajinagar,Waitress,No,33,Full time,3,2500,5804-8175-3297,Female,,Yes,Yes,Yes,
983,9322968097,Paud Road,Tailor,No,26,Part time,10,3000,0250-5618-6248,Male,Yes,Yes,Yes,No,
984,7931889286,Paud Road,Worker,No,30,Full time,4,1000,2078-7265-6361,Male,,Yes,Yes,Yes,
985,9740110526,Chinchwad,Cook,No,26,Part time,10,4000,4762-4352-0597,Female,Yes,Yes,No,Yes,
986,8543352485,Nigdi,Security Guard,No,25,Full time,13,4500,2849-9648-9863,Male,,Yes,Yes,Yes,
987,7851383528,Aundh,Waitress,Yes,19,Part time,4,2500,7810-0447-7659,Female,,No,Yes,No,
988,8563388327,Erandwane,Cook,No,24,Full time,5,6500,8106-2423-2686,Female,Yes,Yes,No,No,
989,8483853830,Bibewadi,Plumber,No,38,Full time,8,6500,3405-9210-4449,Male,,Yes,Yes,Yes,
990,9795140220,Khadki,Waitress,No,29,Full time,6,6000,6415-4879-6602,Female,,Yes,Yes,No,
991,7056910522,Erandwane,Mehndi Artist,No,20,Full time,11,3000,0548-8376-4458,Female,Yes,Yes,No,Yes,
992,8430132950,Sahakarnagar,Accountant,Yes,32,Full time,2,3000,2412-1736-8013,Female,,No,Yes,Yes,
993,7256294207,Ganeshkhind,Janitor,No,30,Full time,3,4000,4722-8514-2736,Male,,Yes,Yes,Yes,
994,9756571895,Wagholi,Painter,Yes,18,Part time,15,2000,0487-5056-7558,Male,,Yes,Yes,No,
995,8787855077,Pashan,Cook,Yes,25,Part time,7,7000,0449-7317-3457,Female,Yes,Yes,No,Yes,
996,9083183847,Hadapsar,Electrician,No,35,Part time,5,1500,3281-6721-8083,Male,,Yes,Yes,No,
997,9523794163,Hinjewadi,Electrician,No,33,Full time,1,3500,6574-0079-9627,Male,,Yes,Yes,Yes,
998,8211838739,Hadapsar,Accountant,Yes,35,Full time,4,5000,2676-9177-7038,Male,,Yes,Yes,Yes,
999,9133432938,Saswad,Cashier,No,38,Full time,15,6000,5845-8180-9355,Male,,Yes,Yes,Yes,
1000,8521759744,Bibewadi,Receptionist,No,22,Full time,8,3500,3840-5108-0403,Male,,Yes,Yes,Yes,
1001,7687950746,Khadakwasla,Janitor,No,36,Full time,12,6500,8795-5351-2240,Male,,Yes,Yes,Yes,
1002,7396032047,Kharadi,Cook,Yes,20,Full time,7,3000,4862-2357-7571,Male,Yes,Yes,Yes,Yes,
1003,7443515661,Kothrud,Waiter,Yes,37,Part time,6,6500,1826-4163-9386,Male,,No,Yes,Yes,
1004,8807196061,Ghorpadi,Driver,No,37,Full time,3,7000,8210-1757-4397,Male,,Yes,Yes,Yes,
1005,8970373916,Gultekdi,Salesperson,Yes,24,Part time,9,3500,0994-9745-3596,Female,,Yes,Yes,No,
1006,8395385836,Pashan,Carpenter,Yes,35,Full time,10,5500,7462-3515-8143,Male,,Yes,Yes,Yes,
1007,8316514838,Sahakarnagar,Salesperson,No,24,Part time,14,6500,3270-1515-8047,Female,,Yes,Yes,No,
1008,8296705588,Koregaon Park,Plumber,Yes,31,Part time,8,3500,3734-9700-5198,Male,,Yes,Yes,No,
1009,7135403170,Khadki,Worker,No,22,Part time,3,2000,2796-5070-6392,Male,,No,Yes,Yes,
1010,8369890871,Dattawadi,Tailor,Yes,21,Full time,2,1500,4461-3843-4144,Male,No,Yes,Yes,Yes,
1011,9161829626,Fursungi,Cashier,Yes,34,Full time,6,7000,6015-8573-3632,Female,,Yes,Yes,No,
1012,8826303609,Kondhwa,Brick mason,Yes,33,Part time,11,3000,0890-9538-8087,Male,,Yes,No,No,
1013,9331218309,Katraj,Accountant,No,21,Full time,15,5000,6067-9334-5110,Male,,Yes,Yes,Yes,
1014,8424028062,Hinjewadi,Security Guard,Yes,24,Full time,15,4000,5723-7184-7796,Male,,Yes,Yes,Yes,
1015,9748090246,Gultekdi,Brick mason,Yes,25,Part time,11,5000,3417-2812-3641,Male,,Yes,Yes,No,
1016,7395145036,Kondhwa,Mechanic,No,31,Part time,12,2000,1671-8453-2912,Male,,Yes,Yes,No,
1017,9940387286,Mundhwa,Security Guard,Yes,25,Part time,4,4000,5175-4606-4254,Male,,No,Yes,Yes,
1018,7251795722,Saswad,Cashier,Yes,21,Full time,13,6500,8832-2434-3847,Female,,Yes,Yes,No,
1019,9472645103,Mundhwa,Driver,Yes,30,Full time,4,6500,6136-3296-9953,Male,,Yes,Yes,Yes,
1020,8658660186,Baner,Waitress,No,18,Part time,5,2500,5947-5030-5020,Female,,No,Yes,Yes,
1021,8987488034,Gultekdi,Waiter,Yes,36,Full time,4,6000,6008-7965-7092,Male,,Yes,Yes,Yes,
1022,7017910634,Koregaon Park,Salesperson,No,40,Part time,9,3500,2390-2730-9662,Male,,No,Yes,Yes,
1023,8446442603,Salisbury Park,Tailor,No,34,Part time,1,4000,4706-1657-9501,Male,No,No,Yes,Yes,
1024,7556314909,Kharadi,Cashier,Yes,34,Full time,10,3000,0772-9018-8570,Female,,Yes,Yes,No,
1025,7520734694,Singhgad Road,Tailor,Yes,25,Part time,5,2000,0654-4011-0813,Female,No,No,Yes,Yes,
1026,8346121506,Bibewadi,Cashier,Yes,31,Part time,12,2500,1540-0099-3567,Female,,Yes,Yes,No,
1027,7595477930,Vitthalwadi,Electrician,Yes,23,Part time,12,3500,0765-1447-6016,Male,,Yes,Yes,No,
1028,8832755460,Khadakwasla,Carpenter,Yes,35,Part time,3,4500,8915-6292-1313,Male,,Yes,Yes,No,
1029,9006409083,Khadakwasla,Maid,No,19,Full time,10,4500,3319-2861-2714,Female,Yes,Yes,No,Yes,
1030,9143055583,Fatimanagar,Painter,No,20,Part time,13,2000,9605-0247-7898,Male,,Yes,Yes,No,
1031,8738360301,Dhayari,Worker,Yes,39,Part time,13,1000,2246-7302-2641,Male,,No,Yes,Yes,
1032,8852137543,Gultekdi,Mehndi Artist,No,24,Part time,9,5000,5366-9922-5088,Female,No,Yes,Yes,Yes,
1033,9347486488,Dhayari,Painter,No,28,Full time,12,7000,7394-8039-1728,Male,,Yes,Yes,Yes,
1034,7400124453,Bibewadi,Worker,Yes,34,Part time,15,3000,3636-4559-1575,Male,,No,Yes,Yes,
1035,8926275134,Ambegaon,Cashier,No,27,Part time,14,2500,5042-7065-6493,Female,,Yes,Yes,No,
1036,8560840759,Deccan,Maid,No,29,Full time,11,4500,2385-1240-6248,Female,Yes,Yes,No,Yes,
1037,7052683431,Fatimanagar,Salesperson,No,26,Part time,8,6000,7637-2825-5642,Female,,Yes,Yes,No,
1038,8409023847,Baner,Mechanic,No,23,Part time,6,4000,6265-2538-1241,Male,,No,Yes,Yes,
1039,9081247549,Ghorpadi,Tailor,Yes,21,Part time,9,4000,8471-3438-7791,Male,Yes,No,Yes,Yes,
1040,7510638785,Singhgad Road,Cashier,Yes,24,Part time,9,6500,5714-8260-7825,Male,,Yes,Yes,No,
1041,9387741999,Nigdi,Brick mason,Yes,25,Full time,11,6000,5776-4270-4836,Male,,Yes,Yes,Yes,
1042,8209968307,Chinchwad,Plumber,Yes,25,Full time,4,3500,4854-7341-9471,Male,,Yes,Yes,Yes,
1043,9276171779,Salisbury Park,Carpenter,No,25,Part time,7,6000,7731-5082-0574,Male,,Yes,Yes,No,
1044,7277393686,Dhole Patil Road,Security Guard,Yes,27,Part time,2,5000,5783-6834-3233,Male,,Yes,Yes,No,
1045,8554265456,Ghorpadi,Salesperson,Yes,25,Full time,8,1000,5613-9145-6381,Female,,Yes,Yes,No,
1046,8835312890,Wagholi,Salesperson,No,25,Full time,4,3000,7138-3898-5609,Female,,Yes,Yes,No,
1047,8613741520,Chinchwad,Worker,Yes,24,Full time,5,5000,3193-6705-0478,Male,,Yes,Yes,Yes,
1048,9175778902,Erandwane,Salesperson,Yes,29,Part time,12,1000,2698-7044-3346,Female,,Yes,Yes,No,
1049,9569050800,Pimplesaudagar,Painter,No,22,Part time,5,4500,7411-3228-8572,Male,,No,Yes,Yes,
1050,8178731092,Katraj,Driver,Yes,23,Full time,10,4500,9786-7937-5691,Male,,Yes,Yes,Yes,
1051,7015959978,Aundh,Painter,No,31,Full time,11,4500,2886-1140-7904,Male,,Yes,Yes,Yes,
1052,9940650713,Salisbury Park,Cashier,Yes,28,Part time,3,4000,7234-3974-1825,Female,,Yes,Yes,No,
1053,7859891165,Sahakarnagar,Carpenter,No,35,Part time,12,1500,4069-4109-7856,Male,,No,Yes,Yes,
1054,7805374283,Khadki,Receptionist,Yes,23,Full time,13,7000,4700-5421-6202,Female,,Yes,Yes,No,
1055,8612113902,Chinchwad,Security Guard,Yes,26,Full time,14,4000,6626-1686-9543,Male,,Yes,Yes,Yes,
1056,9649282249,Sahakarnagar,Tailor,No,25,Part time,5,7000,7287-6037-9771,Male,Yes,Yes,Yes,No,
1057,8545737739,Hadapsar,Security Guard,Yes,20,Part time,7,2000,5874-8770-2723,Male,,Yes,Yes,No,
1058,8297082931,Khadki,Electrician,No,30,Full time,13,3000,9315-5848-6352,Male,,Yes,Yes,Yes,
1059,7535166012,Sahakarnagar,Waitress,Yes,32,Full time,8,4500,8996-9821-2721,Female,,Yes,Yes,,
1060,7477466646,Mundhwa,Electrician,Yes,39,Part time,3,3000,8310-4156-4351,Male,,No,Yes,Yes,
1061,8816155915,Kondhwa,Accountant,Yes,24,Part time,1,2500,8396-7096-8322,Male,,Yes,No,No,
1062,7222164153,Dhankawadi,Accountant,Yes,34,Full time,3,1000,0135-6068-4248,Female,,Yes,Yes,No,
1063,9474761661,Mundhwa,Painter,No,30,Part time,5,7000,2931-2191-7608,Male,,Yes,Yes,No,
1064,9136460971,Wagholi,Tailor,Yes,19,Part time,2,2500,1673-7819-6164,Male,Yes,Yes,Yes,No,
1065,7387472634,Camp,Delivery Boy,Yes,19,Full time,3,2500,0685-7996-5851,Male,,Yes,Yes,Yes,
1066,8376381011,Wagholi,Cashier,No,18,Full time,9,2500,8378-0248-1350,Female,,Yes,Yes,No,
1067,7729472942,Fursungi,Mehndi Artist,No,21,Full time,7,3000,5190-1805-1337,Female,No,Yes,Yes,No,
1068,8227278179,Kondhwa,Mechanic,Yes,23,Part time,9,5500,0591-7661-1696,Male,,No,Yes,Yes,
1069,8173637949,Saswad,Painter,No,34,Part time,11,2500,6229-4075-5391,Male,,Yes,Yes,No,
1070,9415113811,Deccan,Cashier,Yes,24,Part time,14,4500,9193-1272-9660,Female,,Yes,Yes,No,
1071,8474950244,Khadki,Mechanic,Yes,34,Full time,6,3000,3904-7820-8791,Male,,Yes,Yes,Yes,
1072,8538268228,Aundh,Cook,No,32,Full time,4,4000,2254-0188-1792,Male,Yes,Yes,Yes,Yes,
1073,7308156152,Wagholi,Salesperson,Yes,21,Full time,6,4000,2779-4637-1035,Male,,Yes,Yes,Yes,
1074,9641530684,Wagholi,Accountant,No,20,Full time,9,2500,5599-0669-0498,Female,,Yes,Yes,No,
1075,9530159496,Salisbury Park,Accountant,Yes,26,Full time,6,6500,3856-8932-5821,Female,,Yes,Yes,No,
1076,9009270835,Parvati,Tailor,Yes,35,Full time,4,2000,9427-3779-9775,Female,Yes,Yes,Yes,No,
1077,9568423693,Kondhwa,Tailor,Yes,20,Full time,4,6000,0568-5398-2147,Female,No,Yes,Yes,No,
1078,7544862838,Dhole Patil Road,Cook,Yes,19,Part time,9,6000,4209-3267-2653,Male,No,Yes,No,No,
1079,8751720761,Ganeshkhind,Driver,No,31,Full time,10,5500,9042-3486-4337,Male,,Yes,Yes,Yes,
1080,8283669284,Swargate,Plumber,Yes,37,Part time,3,6500,9272-6557-3369,Male,,Yes,Yes,No,
1081,9465375445,Ghorpadi,Brick mason,Yes,21,Full time,6,2500,4004-3513-0160,Male,,Yes,Yes,Yes,
1082,8237928614,Ambegaon,Waiter,No,34,Full time,12,7000,3557-4376-6858,Male,,Yes,Yes,Yes,
1083,7265442747,Wanowrie,Plumber,Yes,26,Part time,1,4500,5172-9995-2202,Male,,Yes,Yes,No,
1084,8983891516,Wagholi,Electrician,Yes,37,Part time,9,1500,3509-5386-3122,Male,,Yes,Yes,No,
1085,9285043008,Mundhwa,Electrician,No,38,Full time,12,1500,3265-2105-2877,Male,,Yes,Yes,Yes,
1086,8066173991,Koregaon Park,Tailor,No,27,Part time,8,2000,0078-8579-1225,Male,Yes,No,Yes,Yes,
1087,9624502611,Saswad,Cook,No,30,Part time,10,5000,1924-9082-4951,Male,Yes,Yes,Yes,No,
1088,7900693640,Ambegaon,Janitor,Yes,31,Part time,8,4500,7424-9481-2725,Male,,Yes,Yes,No,
1089,9236711545,Ganeshkhind,Electrician,Yes,37,Full time,2,5500,4733-7901-9403,Male,,Yes,Yes,Yes,
1090,9022647765,Baner,Janitor,No,21,Part time,10,3500,8322-8385-5559,Male,,Yes,Yes,No,
1091,9225705230,Hinjewadi,Waiter,Yes,39,Full time,2,3500,6302-1916-7439,Male,,Yes,Yes,Yes,
1092,8279809367,Pimplesaudagar,Driver,Yes,33,Part time,9,5000,2498-1213-9129,Male,,Yes,Yes,No,
1093,7981145272,Bibewadi,Cook,Yes,20,Full time,14,4000,4224-6062-6925,Male,Yes,Yes,Yes,Yes,
1094,8522979059,Bibewadi,Cook,Yes,25,Part time,8,7000,2895-6512-4185,Female,Yes,Yes,No,Yes,
1095,9867414146,Khadki,Cashier,Yes,28,Part time,3,7000,9409-7428-2509,Male,,Yes,Yes,No,
1096,7530317941,Dhole Patil Road,Carpenter,Yes,39,Full time,4,5500,4385-4967-2841,Male,,Yes,Yes,Yes,
1097,9623089974,Salisbury Park,Maid,Yes,31,Part time,14,4500,9086-3898-5552,Female,Yes,Yes,No,Yes,
1098,9550024562,Nigdi,Painter,Yes,31,Full time,5,1500,6732-9207-5900,Male,,Yes,Yes,Yes,
1099,7605802115,Ghorpadi,Salesperson,Yes,38,Full time,15,2500,1768-4524-8472,Male,,Yes,Yes,Yes,
1100,8074558658,Chinchwad,Tailor,Yes,20,Part time,11,5500,6750-0833-8334,Male,No,Yes,Yes,No,
1101,7582902010,Balewadi,Receptionist,Yes,33,Full time,11,5500,7251-8795-9992,Female,,Yes,Yes,No,
1102,8648612569,Bavdhan,Cook,No,34,Part time,11,3500,8675-5442-6839,Female,Yes,Yes,No,Yes,
1103,8417483126,Erandwane,Janitor,No,39,Part time,4,3000,6761-6126-6062,Male,,No,Yes,Yes,
1104,7500181851,Gultekdi,Delivery Boy,No,24,Part time,4,4500,7418-2793-8769,Male,,No,Yes,Yes,
1105,8549020367,Kothrud,Salesperson,Yes,26,Full time,14,7000,7380-5162-0042,Female,,Yes,Yes,No,
1106,9388109207,Aundh,Receptionist,Yes,28,Full time,6,1500,6403-5839-2070,Female,,Yes,Yes,No,
1107,9914303284,Bavdhan,Brick mason,Yes,20,Full time,4,1500,2770-8503-2112,Male,,Yes,Yes,Yes,
1108,9724097110,Ganeshkhind,Mehndi Artist,No,21,Full time,6,1500,9035-3550-0479,Female,No,Yes,Yes,No,
1109,7777667612,Paud Road,Tailor,No,29,Part time,7,3500,7977-1025-2537,Female,Yes,Yes,Yes,No,
1110,7783421331,Erandwane,Worker,No,26,Part time,11,2500,1976-6554-0284,Male,,No,Yes,Yes,
1111,8001217355,Erandwane,Cook,Yes,32,Part time,6,2000,1675-0333-3272,Female,Yes,Yes,No,Yes,
1112,8436821955,Hinjewadi,Salesperson,No,38,Part time,12,4500,7595-6282-0855,Male,,Yes,Yes,No,
1113,8248733857,Singhgad Road,Receptionist,Yes,19,Full time,5,6000,8731-0872-7701,Male,,Yes,Yes,Yes,
1114,8845055659,Hadapsar,Janitor,Yes,31,Part time,2,5500,1629-4182-6064,Male,,Yes,Yes,No,
1115,9733817254,Swargate,Waitress,No,26,Part time,2,1500,0400-2035-0249,Female,,Yes,Yes,No,
1116,7427376223,Mundhwa,Painter,No,34,Full time,12,5000,6066-0705-1460,Male,,Yes,Yes,Yes,
1117,9926675214,Balewadi,Cook,No,25,Full time,14,3500,2636-9137-6155,Male,Yes,Yes,Yes,Yes,
1118,9091179432,Fursungi,Waitress,Yes,30,Full time,10,5000,4792-1356-1652,Female,,Yes,Yes,No,
1119,9157449067,Mundhwa,Driver,Yes,30,Full time,1,3000,3800-2825-5696,Male,,Yes,Yes,Yes,
1120,9621857893,Katraj,Maid,No,23,Full time,5,3500,0252-4324-2894,Female,Yes,Yes,No,Yes,
1121,9325386984,Singhgad Road,Delivery Boy,No,19,Full time,2,2000,5791-0353-6677,Male,,Yes,Yes,Yes,
1122,8627411044,Baner,Maid,No,20,Full time,11,6000,6468-8663-5066,Female,Yes,Yes,No,Yes,
1123,7538193241,Parvati,Salesperson,No,28,Part time,15,3000,1125-8419-2366,Female,,Yes,Yes,No,
1124,8648969919,Parvati,Security Guard,No,21,Full time,3,6000,6102-2567-0708,Male,,Yes,Yes,Yes,
1125,7152478460,Aundh,Driver,No,28,Part time,3,5500,6632-7482-9067,Male,,No,Yes,Yes,
1126,9778513779,Bavdhan,Tailor,Yes,29,Full time,6,2500,2527-8668-6932,Male,No,Yes,Yes,Yes,
1127,8453223108,Bibewadi,Cook,No,30,Full time,13,4500,0381-5007-9062,Male,Yes,Yes,Yes,Yes,
1128,9794531732,Erandwane,Painter,No,35,Full time,14,1500,0500-9704-5177,Male,,Yes,Yes,Yes,
1129,9507881937,Vishrantwadi,Mehndi Artist,No,20,Full time,7,7000,5810-4198-1349,Female,Yes,Yes,Yes,Yes,
1130,8963619264,Pashan,Brick mason,No,19,Full time,7,4500,5810-9262-6781,Male,,Yes,Yes,Yes,
1131,7748893009,Ganeshkhind,Salesperson,Yes,22,Full time,14,7000,4488-9434-8462,Female,,Yes,Yes,No,
1132,9257851214,Ganeshkhind,Electrician,Yes,38,Full time,14,5000,7728-0114-8713,Male,,Yes,Yes,Yes,
1133,8482808468,Singhgad Road,Cook,Yes,20,Part time,6,5500,5312-2095-4342,Male,Yes,Yes,Yes,No,
1134,7292348452,Ghorpadi,Janitor,No,37,Part time,1,6000,4506-1622-0658,Male,,Yes,Yes,No,
1135,7330111085,Dhayari,Tailor,No,38,Full time,5,3000,9521-6649-5280,Male,No,Yes,Yes,Yes,
1136,7574306358,Erandwane,Salesperson,Yes,34,Part time,13,3000,7221-0740-6017,Male,,No,Yes,Yes,
1137,8258748865,Baner,Mehndi Artist,No,18,Part time,8,2000,6855-5950-6815,Female,No,Yes,Yes,No,
1138,9072293499,Fatimanagar,Waiter,Yes,34,Full time,8,1000,1228-8621-0191,Male,,Yes,Yes,Yes,
1139,8183980619,Pashan,Tailor,Yes,21,Part time,14,3500,0555-3358-5215,Female,No,Yes,Yes,No,
1140,9457620527,Parvati,Cashier,No,29,Full time,9,3000,7435-1893-7942,Male,,Yes,Yes,Yes,
1141,7589018110,Pimplesaudagar,Cook,No,38,Full time,1,2000,2359-8211-3863,Male,No,Yes,Yes,Yes,
1142,9709980749,Wagholi,Accountant,No,24,Part time,4,1000,0627-4263-5520,Female,,No,Yes,Yes,
1143,7532646272,Kharadi,Plumber,No,29,Part time,9,7000,7032-0752-3365,Male,,Yes,No,No,
1144,7957414618,Gultekdi,Receptionist,No,26,Part time,12,6000,9990-3555-1898,Female,,Yes,Yes,No,
1145,7961081430,Swargate,Cook,Yes,30,Part time,14,4500,9092-2871-6978,Female,Yes,Yes,No,Yes,
1146,7105113674,Parvati,Cook,Yes,31,Part time,7,6500,0927-3878-1729,Male,Yes,No,Yes,Yes,
1147,9762406095,Hadapsar,Carpenter,Yes,26,Part time,5,4500,9369-7011-8253,Male,,No,Yes,Yes,
1148,9246708048,Parvati,Maid,Yes,21,Part time,4,3500,7748-6565-4379,Female,Yes,Yes,No,Yes,
1149,7215441598,Mundhwa,Cashier,Yes,32,Part time,3,6500,9274-9426-8820,Female,,Yes,Yes,No,
1150,8906859767,Chinchwad,Maid,Yes,23,Part time,12,3500,1504-6875-2029,Female,Yes,Yes,No,Yes,
1151,9942653503,Paud Road,Accountant,Yes,30,Part time,8,5500,5362-1274-8359,Female,,No,Yes,Yes,
1152,9673211073,Khadki,Salesperson,Yes,18,Part time,14,3000,4192-4134-3123,Female,,Yes,Yes,Yes,
1153,9250947874,Shivajinagar,Cashier,Yes,19,Full time,14,5500,8933-6327-1139,Male,,Yes,Yes,Yes,
1154,9610606751,Katraj,Cook,Yes,33,Full time,11,5000,2812-0047-2469,Male,Yes,Yes,Yes,Yes,
1155,7833937969,Saswad,Cook,Yes,19,Full time,12,5000,2419-9374-9567,Female,Yes,Yes,Yes,Yes,
1156,7915627240,Wanowrie,Receptionist,No,29,Part time,9,3000,9265-9407-5541,Female,,Yes,Yes,No,
1157,9262290882,Salisbury Park,Cook,No,35,Part time,9,4500,2266-6571-4475,Female,Yes,Yes,No,Yes,
1158,7793023357,Baner,Worker,Yes,22,Part time,8,4500,5771-9187-7846,Male,,No,Yes,Yes,
1159,7970248808,Vitthalwadi,Accountant,Yes,24,Full time,8,3000,2316-9316-8999,Female,,Yes,Yes,No,
1160,9441947233,Hinjewadi,Worker,Yes,39,Part time,15,3000,1139-2300-1849,Male,,No,Yes,Yes,
1161,8944519337,Khadki,Painter,No,36,Part time,10,2500,1174-7727-2667,Male,,No,Yes,Yes,
1162,9938335665,Salisbury Park,Maid,No,32,Part time,13,4000,0935-2908-3703,Female,Yes,Yes,No,Yes,
1163,7605752971,Deccan,Electrician,Yes,38,Full time,12,3000,0409-4347-1245,Male,,Yes,Yes,Yes,
1164,8916513659,Camp,Waiter,No,22,Part time,4,2500,3798-7535-2137,Male,,No,Yes,Yes,
1165,8636004538,Singhgad Road,Tailor,Yes,38,Full time,12,4500,8507-0336-5525,Male,Yes,Yes,Yes,Yes,
1166,9092167504,Katraj,Tailor,No,33,Part time,2,5000,9174-9575-0710,Male,Yes,No,Yes,Yes,
1167,7458689092,Aundh,Tailor,Yes,20,Part time,15,6000,1131-3260-4960,Male,Yes,No,Yes,Yes,
1168,9603492406,Balewadi,Plumber,No,24,Part time,4,1000,4769-8093-6719,Male,,No,Yes,Yes,
1169,9105957343,Paud Road,Salesperson,Yes,25,Full time,3,6000,9613-9252-9420,Female,,Yes,Yes,No,
1170,8064528249,Dhankawadi,Receptionist,No,22,Part time,13,4000,7759-3164-7194,Female,,Yes,Yes,No,
1171,7802095028,Camp,Accountant,No,28,Full time,11,3000,7677-8095-3383,Female,,Yes,Yes,No,
1172,9882770197,Balewadi,Tailor,No,29,Part time,7,3000,4916-0076-0798,Female,Yes,Yes,Yes,No,
1173,8760591245,Salisbury Park,Mehndi Artist,No,30,Part time,3,2500,1171-1179-8450,Female,No,Yes,No,No,
1174,7923544921,Kharadi,Mechanic,Yes,25,Part time,5,5500,6220-8010-3007,Male,,Yes,Yes,No,
1175,7774393426,Nigdi,Tailor,Yes,22,Full time,6,3500,4782-5869-6675,Female,No,Yes,Yes,No,
1176,8698703097,Sahakarnagar,Receptionist,No,32,Part time,8,6000,5859-0801-8474,Male,,Yes,Yes,No,
1177,8372234139,Baner,Salesperson,Yes,34,Part time,7,2500,2259-8382-5837,Female,,Yes,Yes,No,
1178,9155649656,Balewadi,Salesperson,No,18,Part time,12,3500,2777-1468-6269,Male,,Yes,Yes,No,
1179,7221738086,Gultekdi,Cashier,Yes,35,Full time,4,5000,5365-8006-4087,Female,,Yes,Yes,No,
1180,9950125405,Singhgad Road,Accountant,Yes,25,Part time,8,4000,7730-0444-9688,Female,,Yes,Yes,No,
1181,8361041085,Aundh,Mechanic,No,39,Part time,7,6500,9640-2570-0315,Male,,No,Yes,Yes,
1182,7546658954,Vishrantwadi,Mehndi Artist,Yes,28,Part time,15,5000,8692-1448-3097,Female,Yes,Yes,No,No,
1183,8933945771,Ambegaon,Security Guard,No,35,Part time,1,2000,3504-5977-0437,Male,,Yes,Yes,No,
1184,8746615244,Erandwane,Cook,No,36,Full time,5,3500,6431-0201-6750,Male,Yes,Yes,Yes,Yes,
1185,7208398532,Katraj,Cashier,No,23,Full time,11,7000,2436-7985-9035,Female,,Yes,Yes,No,
